post_id,text,topic
189,"Consumer spending lifts US growth

US economic growth accelerated in the third quarter, helped by strong consumer spending, official figures have shown.

The economy expanded at an annual rate of 3.7% in the July to September period, the Commerce Department said. The figure marked an increase on the 3.3% growth recorded in the second quarter, but fell short of the 4.2% rate pencilled in by forecasters. The increase reflected the biggest jump in consumer spending in a year. It was a little softer than the consensus, but not a real surprise, said Gary Thayer, an economist at AG Edwards & Sons. Fridays growth estimate is one of the last significant pieces of economic data before the 2 November presidential election.

Democrat challenger John Kerry has criticised President George W Bushs handling of the economy, pointing to a net loss of over 800,000 jobs since Mr Bush took office. Analysts said the economy was still not growing fast enough to stimulate large-scale job creation. Its a pretty good growth rate, but it may not be good enough to create enough jobs, said Robert Brusca, chief economist at Fact and Opinion Economics in New York. However, President Bush is expected to point to Commerce Department figures showing that consumer spending grew at 4.6% in the third quarter, up from just 1.6% in the second, as evidence that his policies are generating solid growth. Consumer spending accounts for about two thirds of all economic activity in the US.

The weaker than expected growth figure makes it less likely that the US Federal Reserve will raise interest rates next month, economists said. The economy regained some traction in the third quarter, but the growth is not robust, AG Edwards Thayer. I think that means the Fed can take its time raising rates. Well probably see one more rate hike before the end of the year. In an effort to pre-empt rising inflation, the Federal Reserve has pushed through three quarter-point rate rises since June this year, taking borrowing costs to 1.75%. On the financial markets, the dollar fell slightly against the euro and the yen, while the Dow Jones index of leading US shares was little changed.
",business
190,"Deutsche Boerse boosts dividend

Deutsche Boerse, the German stock exchange that is trying to buy its London rival, has said it will boost its 2004 dividend payment by 27%.

Analysts said that the move is aimed at winning over investors opposed to its bid for the London Stock Exchange. Critics of the takeover have complained that the money could be better used by returning cash to shareholders. Deutsche Boerse also said profit in the three months to 31 December was 120.7m euros ($158.8m; £83.3m). Sales climbed to 364.4m euros, lifting revenue for the year to a record 1.45bn euros.

Frankfurt-based Deutsche Boerse has offered £1.3bn ($2.48bn; 1.88bn euros) for the London Stock Exchange. Rival pan-European bourse Euronext is working also on a bid. Late on Monday, Deutsche Boerse said it would lift its 2004 dividend payment to 70 euro cents (£0.48; $0.98) from 55 euro cents a year earlier. There is a whiff of a sweetener in there, Anais Faraj, an analyst at Nomura told the BBCs World Business Report. Most of the disgruntled shareholders of Deutsche Boerse are complaining that the money that is being used for the bid could be better placed in their hands, paid out in dividends, Mr Faraj continued. Deutsche Boerse is trying to buy them off in a sense, he said.
",business
191,"Tsunami to cost Sri Lanka $1.3bn

Sri Lanka faces a $1.3bn (£691m) bill in 2005 for reconstruction after the tsunami which killed more than 30,000 of its people, its central bank says.

This estimate is preliminary, bank governor Sunil Mendis told reporters, and could rise in 2006. The island state is asking for about $320m from the International Monetary Fund to help pay for relief, he said. The bank has 5bn rupees ($50m; £27m) set aside to lend at a lower interest rate to those who lost property. According to Mr Mendis, half the IMF support could come from a freeze on debt repayments, which would free up resources immediately. The rest could come from a five-year emergency loan. Sri Lanka is hoping for a wider freeze from other creditors.

The Paris Club of 19 creditors meets on 12 January to discuss a debt moratorium for the nations hit by the tsunami, which ravaged south and east Asia on 26 December.

Some 150,000 people across the region are feared to be dead and millions have been left homeless and destitute. A full reckoning of the economic cost to Sri Lanka of the tsunami will not be clear for some time to come. But already it looks likely that growth in the first half of 2005 will slow, Mr Mendis told reporters, although he would not say by how much. One side-effect of the disaster has been that the value of the rupee has risen as foreign funds have flooded into the country. The currency has strengthened 4% since late December, coming close to 100 rupees to the US dollar for the first time in more than six months.
",business
192,"US trade gap ballooned in October

The US trade deficit widened by more than expected in October, hitting record levels after higher oil prices raised import costs, figures have shown

The trade shortfall was $55.5bn (£29bn), up 9% from September, the Commerce Department said. That pushed the 10 month deficit to $500.5bn. Imports rose by 3.4%, while exports increased by only 0.6%. A weaker dollar also increased the cost of imports, though this should help drive export demand in coming months. Things are getting worse, but thats to be expected, said David Wyss of Standard & Poors in New York. The first thing is that when the dollar goes down, it increases the price of imports. We are seeing improved export orders. Things seem to be going in the right direction.

Despite this optimism, significant concerns remain as to how the US will fund its trade and budget deficits should they continue to widen. Another problem highlighted by analysts was the growing trade gap with China, which has been accused of keeping its currency artificially weak in order to boost exports. The US imported almost $20bn worth of goods from China during October, exporting a little under $3bn. It seems the key worry that has existed in the currency market still remains, said Anthony Crescenzi, a bond strategist at Miller Tabak in New York. The trade deficit and the shortfall with China are big issues going forward. The Commerce Department figures caused the dollar to weaken further despite widespread expectations that the Federal Reserve will raise interest rates for a fifth time this year. Borrowing costs are tipped to rise by a quarter of a percentage point to 2.25% at a Fed meeting later on Tuesday.
",business
193,"Marsh executive in guilty plea

An executive at US insurance firm Marsh & McLennan has pleaded guilty to criminal charges in connection with an ongoing fraud and bid-rigging probe.

New York Attorney General Elliot Spitzer said senior vice president Robert Stearns had pleaded guilty to scheming to defraud. The offence carries a sentence of 16 months to four years in state prison. Mr Spitzers office added Mr Stearns had also agreed to testify in future cases during the industry inquiry. We are saddened by the development, Marsh said in a statement. The company added it would continue to co-operate in the case, adding it was committed to resolving the companys legal issues and to serving our clients with the highest standards of transparency and ethics.

According to a statement from Mr Spitzers office, the Marsh executive admitted he instructed insurance companies to submit non-competitive bids for insurance business between 2002 and 2004. Those bids were then conveyed to Marsh clients under false and fraudulent pretences. Through the practice, Marsh was allowed to determine which insurers won business from clients, and so control the insurance market, Mr Spitzers office added. It also protected incumbent insurers when their business was up for renewal and helped Marsh to maximise its fees, a statement said. In one case, an email showed Mr Stearns had instructed a colleague to solicit a non-competitive - or B - quote from AIG that was higher in premium and more restrictive in coverage and so fixed the bids in a way that would support the present provider Chubb. The company is also still being examined by US stock market regulator the Securities and Exchange Commission (SEC). Late last month the SEC asked for information about transactions involving holders of 5% or more of the firms shares.
",business
194,"Takeover offer for Sunderland FC

Bob Murray, chairman of Sunderland FC, has launched a £1.5m ($2.8m) bid for the club after buying broadcaster BSkyBs stake in the business.

Mr Murray is already Sunderlands leading shareholder, holding a 37.6% stake, and now hopes to take full control of the Championship side. Mr Murray said the club would find it easier to attract more investment by having a single majority owner. Sunderland delisted its shares from the stock market in August.

A lifetime Sunderland supporter and board director since 1984, Mr Murray agreed to buy BSkyBs 4.76% holding in the Wearside club on Tuesday - taking his stake to 42.3%. Under stock market rules, Mr Murray is required to make an offer for the remaining shares that he does not already own at the same price paid for the BSkyB holding of 31p a share.

Should the offer be fully accepted, Mr Murray said he expected to pay a maximum of £1.53m for the remaining shares. He also stressed that fans who wanted to keep in touch with the clubs financial affairs could retain a small number of shares, enabling them to attend annual meetings. The football sector is experiencing significant changes and uncertainty, Mr Murray said in a statement. The recent speculation surrounding Malcolm Glazer and Manchester United has shown the unsettling effect possible where there are a number of disparate interests, he added. I believe that this offer will strengthen the company and remove the potential for that type of uncertainty.

Sunderland were relegated from the Premiership in 2003 but are currently pushing for promotion. The club managed to reduce its losses last year from £20.6m to £1.2m after selling a host of leading players. However, the clubs turnover dropped sharply from £42.5m to £28.5m over the same period, because of a fall in broadcast revenues. BSkyB bought its stake in Sunderland in 1999 as part of a five year media partnership deal. The deal expired last month.
",business
196,"Quiksilver moves for Rossignol

Shares of Skis Rossignol, the worlds largest ski-maker, have jumped as much as 15% on speculation that it will be bought by US surfwear firm Quiksilver.

The owners of Rossignol, the Boix-Vives family, are said to be considering an offer from Quiksilver. Analysts believe other sporting goods companies may now take a closer look at Rossignol, prompting an auction and pushing the sale price higher. Nike and K2 have previously been mentioned as possible suitors.

Rossignol shares touched 17.70 euros, before falling back to trade 7.8% higher at 16.60 euros. European sporting goods companies have seen foreign revenues squeezed by a slump in the value of the US dollar, making a takeover more attractive, analysts said. Companies such as Quiksilver would be able to cut costs by selling Rossignol skis through their shops, they added. The Boix-Vives family is thought to have spent the past couple of years sounding out possible suitors for Rossignol, which also makes golf equipment, snowboards and sports clothing.
",business
197,"UK house prices dip in November

UK house prices dipped slightly in November, the Office of the Deputy Prime Minister (ODPM) has said.

The average house price fell marginally to £180,226, from £180,444 in October. Recent evidence has suggested that the UK housing market is slowing after interest rate increases, and economists forecast a drop in prices during 2005. But while the monthly figures may hint at a cooling of the market, annual house price inflation is still strong, up 13.8% in the year to November. Economists, however, forecast that ODPM figures are likely to show a weakening in annual house price growth in coming months. Overall, the housing market activity is slowing down and that is backed up by the mortgage lending and the mortgage approvals data, said Mark Miller, at HBOS Treasury Services. The ODPM data is a fairly lagging indicator.

The figures come after the Bank of England said the number of mortgages approved in the UK has fallen to the lowest level for nearly a decade. The Halifax, meanwhile, said last week that house prices increased by 1.1% in December - the first monthly rise since September.

The UKs biggest mortgage lender said prices rose 15.1% over the whole of 2004, but by only 2.8% in the second half of the year. It is predicting a 2% fall in overall prices in 2005 as the market stabilises after large gains in recent years. The ODPM attributed the monthly fall of prices in November to a drop in the value of detached houses and flats. It said annual inflation rose between October and November because prices had fallen by 1.1% in the same period in 2003.

The ODPM data showed the average house price was £192,713 in England; £139,544 in Wales; £116,542 in Scotland, and £111,314 in Northern Ireland.

All areas saw a rise in annual house price inflation in November except for Northern Ireland and the West Midlands, where the rate was unchanged, the ODPM said. The North East showed the highest rate of inflation at 26.2%, followed by Yorkshire and the Humber on 21.7%, and the North West on 21.1%. The East Midlands, the West Midlands and the South West all had an annual inflation rate of more than 15%. In London, the area with the highest average house price at £262,825, annual inflation rose only slightly in November to 7.1% from 7% the previous month.
",business
198,"Madagascar completes currency switch

Madagascar has completed the replacement of its Malagasy franc with a new currency, the ariary.

From Monday, all prices and contracts will have to be quoted in the ariary, which was trading at 1,893 to the US dollar. The Malagasy franc, which lost almost half its value in 2004, is no longer legal tender but will remain exchangeable at banks until 2009. The phasing out of the franc, begun in July 2003, was intended to distance the country from its past under French colonial rule and address the problem of the large amount of counterfeit francs in circulation. Its above all a question of sovereignty, Reuters quoted a central bank official as saying. It is symbolic of our independence from the old colonial ways. Since we left the French monetary zone in 1973 we should have our own currency with its own name. The ariary was the name of a pre-colonial currency in the Indian Ocean island state.
",business
199,"Enron bosses in $168m payout

Eighteen former Enron directors have agreed a $168m (£89m) settlement deal in a shareholder lawsuit over the collapse of the energy firm.

Leading plaintiff, the University of California, announced the news, adding that 10 of the former directors will pay $13m from their own pockets. The settlement will be put to the courts for approval next week. Enron went bankrupt in 2001 after it emerged it had hidden hundreds of millions of dollars in debt.

Before its collapse, the firm was the seventh biggest public US company by revenue. Its demise sent shockwaves through financial markets and dented investor confidence in corporate America.

The settlement is very significant in holding these outside directors at least partially personally responsible, William Lerach, the lawyer leading the class action suit against Enron, said. Hopefully, this will help send a message to corporate boardrooms of the importance of directors performing their legal duties, he added. Under the terms of the $168m settlement - $155m of which will be covered by insurance - none of the 18 former directors will admit any wrongdoing. The deal is the fourth major settlement negotiated by lawyers who filed a class action on behalf of Enrons shareholders almost three years ago. So far, including the latest deal, just under $500m (£378.8m) has been retrieved for investors.

However, the latest deal does not include former Enron chief executives Ken Lay and Jeff Skilling. Both men are facing criminal charges for their alleged misconduct in the run up to the firms collapse. Neither does it cover Andrew Fastow, who has pleaded guilty to taking part in an illegal conspiracy while he was chief financial officer at the group. Enrons shareholders are still seeking damages from a long list of other big name defendants including the financial institutions JP Morgan Chase, Citigroup, Merrill Lynch and Credit Suisse First Boston. The University of California said the trial in the case is scheduled to begin in October 2006. It joined the lawsuit in December 2001alleging massive insider trading and fraud, claiming it had lost $145m on its investments in the company.
",business
200,"Monsanto fined $1.5m for bribery

The US agrochemical giant Monsanto has agreed to pay a $1.5m (£799,000) fine for bribing an Indonesian official.

Monsanto admitted one of its employees paid the senior official two years ago in a bid to avoid environmental impact studies being conducted on its cotton. In addition to the penalty, Monsanto also agreed to three years close monitoring of its business practices by the American authorities. It said it accepted full responsibility for what it called improper activities.

A former senior manager at Monsanto directed an Indonesian consulting firm to give a $50,000 bribe to a high-level official in Indonesias environment ministry in 2002. The manager told the company to disguise an invoice for the bribe as consulting fees.

Monsanto was facing stiff opposition from activists and farmers who were campaigning against its plans to introduce genetically-modified cotton in Indonesia. Despite the bribe, the official did not authorise the waiving of the environmental study requirement. Monsanto also has admitted to paying bribes to a number of other high-ranking officials between 1997 and 2002.

The chemicals-and-crops firm said it became aware of irregularities at a Jakarta-based subsidiary in 2001 and launched an internal investigation before informing the US Department of Justice and the Securities and Exchange Commission (SEC). Monsanto faced both criminal and civil charges from the Department of Justice and the SEC. Companies cannot bribe their way into favourable treatment by foreign officials, said Christopher Wray, assistant US attorney general. Monsanto has agreed to pay $1m to the Department of Justice, adopt internal compliance measures, and co-operate with continuing civil and criminal investigations. It is also paying $500,000 to the SEC to settle the bribe charge and other related violations. Monsanto said it accepted full responsibility for its employees actions, adding that it had taken remedial actions to address the activities in Indonesia and had been fully co-operative throughout the investigative process.
",business
1838,"Fear will help France - Laporte

France coach Bernard Laporte believes his team will be scared going into their game with England on Sunday, but claims it will work in their favour.

The French turned in a stuttering performance as they limped to a 16-9 win against Scotland in the opening match of the Six Nations on Saturday. We will go to Twickenham with a little fear and itll give us a boost, said the French coach. He added: We are never good enough when we are favourites. Meanwhile, Perpignan centre Jean-Philippe Granclaude is delighted to have received his first call-up to the France squad. Its incredible, the youngster said. I was not expecting it at all. Playing with the France team has always been a dream and now it has come true and I am about to face England at Twickenham in the Six Nations. Laporte will announce his starting line-up on Wednesday at the French teams training centre in Marcoussis, near Paris.
",sport
201,"WMC says Xstrata bid is too low

Australian mining firm WMC Resources has said it is worth up to 30% more than a hostile 7.4bn Australian dollar ($5.8bn; £3bn) bid by rival Xstrata.

There is now pressure on Swiss-based Xstrata to increase its takeover offer. A report from investment firm Grant Samuel in WMC defence documents values WMC shares at A$7.17 to A$8.24, against Xstratas bid of A$6.35 a share. Analysts said the defence documents provided more details on WMC, and may trigger a possible rival bid. If a bid is going to emerge it is probably likely in the next one to two weeks, said Daiwa Securities analyst Mark Pervan. He said the valuation would put increased pressure on Xstrata to look at sweetening its offer. Marc Gonsalves, an executive at Xstrata, said: We will review the information contained in the targets statement over the next week or so. He added: While we will review the assumptions made by Grant Samuel in detail, we are extremely sceptical of their conclusion, and suggest that WMC shareholders take extreme care in presuming that these optimistic assumptions are capable of being realised.

Last month Australias competition watchdog said it would not oppose the purchase of WMC by Zurich and London-based Xstrata. On Tuesday, WMC chairman Tommie Bergman said in a statement the directors believed it was in shareholders best interest to reject the offer. He said WMC would pursue value-creating options provided by a portfolio of world class assets. And WMC chief executive Andrew Michelmore claimed the Xstrata offer was aimed at creating value for Xstratas shareholders, and was not being made for the benefit of WMCs shareholders. Grant Samuel said its valuation of WMC was based on lower average prices for nickel, copper and uranium than current market levels. Any longer term commodity price improvements would only improve our outlook, Mr Michelmore said.

In 2003 Xstrata acquired Australias largest copper miner - MIM Holdings. WMC Resources is the worlds third-largest producer of concentrated nickel, and also a miner of copper and uranium. It owns the Olympic Dam mine in South Australia, which contains about one-third of the worlds known uranium resources and is also the worlds fourth largest copper mine. Xstrata is a global mining giant with operations in Australia, South Africa, Spain, Germany, Argentina and the UK. Its core products are copper, coking coal, thermal coal, ferrochrome, vanadium and zinc. It also has growing businesses in gold, lead and silver.
",business
202,"Karachi stocks hit historic high

The Karachi Stock Exchange (KSE) has recorded its largest single day gain, surging 3.5% to a new high.

The index rose 225.79 points in four hours of furious trading, with many investors optimistic that political stability could bring an economic boom. The KSE index closed at 6709.93 - an overall gain of nearly 400 points in the first two trading days of the week. Energy and telecommunication stocks performed particularly well, recording an 8%-10% rise since Monday morning.

In 2002, the KSE was the worlds best performing stock market, with the index rising 112%.

Pakistani investors are expecting the KSE to repeat, if not improve on, its 2002 performance. Jubilant investors danced on the streets as the market closed for the day on Tuesday, confident that the boom will continue at least until the public holiday on 22 January. Others, however, who had stayed out fearing an imminent collapse because of prices overheating, continued to warn that the bubble may burst any time. Thats rubbish, KSE chairman Yaseen Lakhani told the BBC News website. Whenever the market reflects Pakistans true economic reality, it is described as a bubble. Mr Lakhani feels that the market has risen on the basis of solid economic growth and its current level rests on sound foundations.

Market analysts are inclined to agree with Mr Lakhani, arguing that there are a number of major factors behind the KSEs performance. Analysts argue that a steady improvement in Pakistans credit ratings by international credit rating agencies has finally begun to register in the market. Standard & Poors upgraded Pakistan a few weeks ago. There are indications of yet another upgrade by the end of February.

Then, say analysts, there is corporate profitability in the current fiscal year, which has gone up by 27% from last year. Coupled with the 7% GDP growth expected by June this year, I am least surprised at the markets performance, says Mr Lakhani. One leading Karachi broker said the real reasons may be political. If you file a $1.3 trillion case against Saudi money after 9/11, Arab money will not go to the US any more. A lot of Arab money, he says, has already gone to Malaysia and Indonesia. Pakistanis are now hoping that energy and telecoms, two of the strongest sectors in Pakistan, draw some of the Arab money to the KSE.

Locally, too, say analysts, recent political developments have worked to the markets advantage.

An anti-Musharraf campaign threatened by the MMA, a countrywide alliance of religious parties, has fizzled out. The release of Asif Zardari, former Prime Minister Benazir Bhuttos husband, has eased political tensions between the military-backed government and the opposition Pakistan Peoples Party. Most importantly, say analysts, the failure of talks between India and Pakistan on the Baglihar dam in Indian-administered Kashmir has not automatically led to heightened tensions. This, they say, indicates that neither country is interested in raising the temperature at this stage, irrespective of the state of their disagreements. The market is abuzz with speculation that substantial investment may now start to flow in from the US, a country seen locally as deeply interested in defusing tensions between the South Asian neighbours. You can call it a peace dividend, smiles one broker. Let us see how long one can reap its benefits.
",business
203,"Indian oil firm eyes Yukos assets

Indias biggest oil exploration firm, Oil & Natural Gas Corp (ONGC), says it is in talks to buy the former assets of troubled Russian crude producer Yukos.

We are in touch with the concerned Russian entities about the Yukos assets and other opportunities in Russia, said ONGC chairman Subir Raha. Local press had reported that ONGC was looking to buy 15% of Yukos former key oil production unit for $2bn (£1bn). Yukos is being broken up by Russian authorities to pay a massive tax bill.

It was forced to sell its key production unit Yuganskneftegas (Yugansk) last month after being hit with a bill of $27bn in unpaid taxes and fines.

State-owned Rosneft now owns Yugansk and Russia has said it will turn the oil producer into a stand-alone firm. Indian oil minister Mani Shankar Aiyar discussed ONGCs plans during a trip to Moscow last year, and the topic came up again during Russian president Vladimir Putins recent visit to New Delhi. It would make great sense for us to build on that, said Mr Aiyar. Indias oil production has stagnated over recent years, and it is having to look abroad to secure future supplies. India imports about 70% of its total oil consumption. At the same time, Indias economy is booming and the countrys thirst for oil is so strong that it has helped pushed up the price of crude worldwide.

India produces about 793,000 barrels of oil per day (bpd), little changed since the start of the 1990s, according to oil industry analysts Douglas-Westwood. Consumption, meanwhile, has jumped to 2.4 million bpd, compared with 474,000 bpd in 1973.

For countries to develop, they have to have access to energy, said John Westwood, managing director of oil industry analysts Douglas-Westwood. India is a dramatically growing economy that must have access to oil. By buying into Yugansk, ONGC would be able to reduce its dependence on Gulf states for oil imports, Mr Westwood explained, especially as the chances of finding and exploiting resources within India are slim. We forecast that Indian production will go into significant decline, Mr Westwood said. By 2020, production may only be at half of todays levels. ONGC, which is majority-owned by the Indian state, already has bought petroleum assets in countries including Vietnam, Sudan and Russia. The company is a partner with Rosneft in the Sakhalin-1 oil field off Russias Siberian coast.

ONGC is, however, not the only firm interested in Yugansk.

Chinese crude company China National Petroleum has also been mentioned as a possible investor, while on Thursday, Italy refused to rule out an interest. ONGCs interest is the latest twist in a saga that has seen one of the worlds biggest oil producers brought to its knees. The dispute is partly driven by President Putins clampdown on the political ambitions of ex-Yukos boss Mikhail Khodorkovsky, who is currently in jail on charges of fraud and tax evasion. Yukos has been battling the Russian authorities for more than a year and has filed for bankruptcy protection in the US. Analysts have questioned how long it can continue to survive without Yugansk. On Thursday, a US court said it will hear arguments for Yukos bankruptcy claim to be thrown out on 16 February. Should that happen, Yukos will have little chance of clawing back its assets, analysts said.
",business
204,"House prices suffer festive fall

UK house prices fell 0.7% in December, according to figures from the Office of the Deputy Prime Minister.

Nationally, house prices rose at an annual rate of 10.7% in December, less than the 13.7% rise the previous month. The average UK house price fell from £180,126 in November to £178,906, reflecting recent Land Registry figures confirming a slowdown in late 2004. All major UK regions, apart from Northern Ireland, experienced a fall in annual growth during December.

December is traditionally a quiet month for the housing market because of Christmas celebrations. However, recent figures from the Land Registry - showing a big drop in sales between the last quarter of 2004 and the previous year - suggested the slowdown could be more than a seasonal blip. The volume of sales between October and December dropped by nearly a quarter from the same period in 2003, the Land Registry said. Although both the Office of the Deputy Prime Minister (ODPM) and the Land Registry figures point to a slowdown in the market, the most recent surveys from Nationwide and Halifax have indicated the market may be undergoing a revival. After registering falls at the back-end of 2004, Halifax said house prices rose by 0.8% in January and Nationwide reported a rise of 0.4% in the first month of the year.
",business
205,"Yukos sues four firms for $20bn

Russian oil firm Yukos has sued four companies for their role in last years forced state auction of its key oil production unit Yuganskneftegas.

Yukos is claiming more than $20bn (£11bn) in damages after Yugansk was sold in December to settle back taxes. The four companies named in the law suit are gas giant Gazprom, its unit Gazpromneft, investment company Baikal, and state oil firm Rosneft. Yukos submitted the suit in Houston, where it filed for bankruptcy. As well as suing for damages, Yukos has asked the US court to send its tax dispute with the Russian government to an international arbitrator. It also has submitted a reorganisation plan as part of its Chapter 11 bankruptcy filing.

The clash between Yukos and the Kremlin came to a head last year when Yukos was hit with a bill of more than $27bn in back taxes and unpaid fines. To settle the bill, Russia forced Yukos to sell off Yuganskneftegas.

Yukos called the sale illegal and has turned to courts in the US in an effort to regain control of the oil production business. It also has vowed to use all legal means at its disposal to go after any firm that tries to buy or take control of its assets. Earlier this month it sued the Russian government for $28.3bn. Analysts have questioned whether a US court has any jurisdiction over Russian companies, while Moscow officials have dismissed Yukos legal wrangling as meaningless. In Houston, bankruptcy Judge Letitia Clark will start a two-day hearing on 16 February to hear arguments on whether a US court is the proper forum for the case.

The threat of legal action from Yukos and its bankruptcy filing in Houston did have an effect on last years auction, however. Concerned that it would be caught up in a court battle, Gazprom and Gazpromneft withdrew from the auction, and Yuganskneftegas was sold to little-known investment firm Baikal Finance Group. A few days later, Baikal gave control of the company to state-run oil group Rosneft for $9.3bn. Rosneft, meanwhile, has agreed to merge with Gazprom, bringing a large chunk of Russias very profitable oil business back under state control. Yukos claims that the rights of its shareholders have been ignored and that is has been punished for the political ambitions of its founder Mikhail Khodorkovsky. Mr Khodorkovsky, once Russias richest man, is in prison, having been charged with fraud and tax evasion and repeatedly denied bail.
",business
206,"Qatar and Shell in $6bn gas deal

Shell has signed a $6bn (£3.12bn) deal with the Middle Eastern sheikhdom of Qatar to supply liquid natural gas (LNG) to North America and Europe.

The UK-Dutch group will own 30% of the project, with Qatars state oil firm owning the rest. The agreement is the latest in a string of deals reached by Qatar, which is trying to make itself a regional leader in natural gas. US oil giant ExxonMobil signed up for a $12.8bn deal earlier on Sunday. Frances Total is expected to join the ExxonMobil scheme, dubbed Qatargas-2, on Monday, taking 5 million tonnes of LNG a year. ExxonMobil will be taking some 15 million tonnes each year for 25 years from the end of 2007 under the deal. Shells agreement, under the name Qatargas-4, foresees the building of new facilities to handle 1.4 billion cubic feet of gas, and 7.8 million tonnes of LNG each year from 2011 onwards.
",business
207,"High fuel prices hit BAs profits

British Airways has blamed high fuel prices for a 40% drop in profits.

Reporting its results for the three months to 31 December 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier. Rod Eddington, BAs chief executive, said the results were respectable in a third quarter when fuel costs rose by £106m or 47.3%. BAs profits were still better than market expectation of £59m, and it expects a rise in full-year revenues.

To help offset the increased price of aviation fuel, BA last year introduced a fuel surcharge for passengers.

In October, it increased this from £6 to £10 one-way for all long-haul flights, while the short-haul surcharge was raised from £2.50 to £4 a leg. Yet aviation analyst Mike Powell of Dresdner Kleinwort Wasserstein says BAs estimated annual surcharge revenues - £160m - will still be way short of its additional fuel costs - a predicted extra £250m. Turnover for the quarter was up 4.3% to £1.97bn, further benefiting from a rise in cargo revenue. Looking ahead to its full year results to March 2005, BA warned that yields - average revenues per passenger - were expected to decline as it continues to lower prices in the face of competition from low-cost carriers. However, it said sales would be better than previously forecast. For the year to March 2005, the total revenue outlook is slightly better than previous guidance with a 3% to 3.5% improvement anticipated, BA chairman Martin Broughton said. BA had previously forecast a 2% to 3% rise in full-year revenue.

It also reported on Friday that passenger numbers rose 8.1% in January. Aviation analyst Nick Van den Brul of BNP Paribas described BAs latest quarterly results as pretty modest. It is quite good on the revenue side and it shows the impact of fuel surcharges and a positive cargo development, however, operating margins down and cost impact of fuel are very strong, he said. Since the 11 September 2001 attacks in the United States, BA has cut 13,000 jobs as part of a major cost-cutting drive. Our focus remains on reducing controllable costs and debt whilst continuing to invest in our products, Mr Eddington said. For example, we have taken delivery of six Airbus A321 aircraft and next month we will start further improvements to our Club World flat beds. BAs shares closed up four pence at 274.5 pence.
",business
2395,"51 new #COVID19 cases &amp; 24 recoveries reported today, taking the tally to 3,687, including 1,257 active cases, 2,38… https://t.co/4qqxn91xZx",covid
2396,"Catch the Wind by Trill$am https://t.co/0ogCKPFmrp 
#Protests #protests2020 #coronavirus #GeorgeFloyd #COVID19… https://t.co/q5ashJQcMo",covid
208,"Court rejects $280bn tobacco case

A US government claim accusing the countrys biggest tobacco companies of covering up the effects of smoking has been thrown out by an appeal court.

The demand for $280bn (£155bn) - filed by the Clinton administration in 1999 - was rejected in a 2-1 decision. The court in Washington found that the case could not be brought under federal anti-racketeering laws. Among the accused were Altria Group, RJ Reynolds Tobacco, Lorillard Tobacco, Liggett Group and Brown and Williamson. In its case, the government claimed tobacco firms manipulated nicotine levels to increase addiction, targeted teenagers with multi-billion dollar advertising campaigns, lied about the dangers of smoking and ignored research to the contrary.

Prosecutors wanted the cigarette firms to surrender $280bn in profits accumulated over the past 50 years and impose tougher rules on marketing their products. But the Court of Appeals for the District of Columbia ruled that the US government could not sue the firms under legislation drawn up to counteract Mafia infiltration of business. The tobacco companies deny that they illegally conspired to promote smoking and defraud the public. They also say they have already met many of the governments demands in a landmark $206bn settlement reached with 46 states in 1998. Shares of tobacco companies closed higher after the ruling, with Altria rising 5% and Reynolds showing gains of 4.5%.
",business
209,"Deutsche Telekom sees mobile gain

German telecoms firm Deutsche Telekom saw strong fourth quarter profits on the back of upbeat US mobile earnings and better-than-expected asset sales.

Net profit came in at 1.4bn euros (£960m; $1.85bn), a dramatic change from the loss of 364m euros in 2003. Sales rose 2.8% to 14.96bn euros. Sales of stakes in firms including Russias OAO Mobile Telesystems raised 1.17bn euros. This was more than expected and helped to bring debt down to 35.8bn euros.

A year ago, debt was more than 11bn euros higher. T-Mobile USA, the companys American mobile business, made a strong contribution to profits. Its a seminal achievement that they cut debt so low. That gives them some head room to invest in growth now, said Hannes Wittig, telecoms analyst at Dresdner Kleinwort Wasserstein. The company also said it would resume paying a dividend, after two years in which it focused on cutting debt.
",business
210,"Standard Life cuts policy bonuses

Standard Life, Europes largest mutual life insurer, has cut bonuses for with-profit policyholders.

Annual bonus rates on its with-profits life policies were cut from 2.5% to 2%, while bonuses on pension policies were reduced from 3.25% to 2.5%. It is the sixth time in three years Standard Life has made cuts to bonus rates, despite an 8.7% rise in the value of the with-profits fund in 2004. The insurer blamed the cuts on poor share returns and low interest rates.

With-profits policies are designed to smooth out the peaks and troughs of stock market volatility. Profits made in good years are kept in reserve to pay investors an annual bonus even when the stock market performs badly. Slumping share prices throughout 2001 and 2002 forced most firms to trim bonus rates on their policies. Standard Life came in for criticism for sticking with stock market investments during 2001 and 2002. The insurer argued that shares outperformed other investments over the long term and that policyholders would feel the benefit when the stock market recovered. Recently, Norwich Union and Axa Sun Life both cut their with-profit bonus rates.

John Gill, managing director of the insurers life and pensions division, said that a strong stock market recovery in the past two years had only partly compensated for losses during 2001 and 2002. In addition, low interest rates meant that long-term investment returns are well below historic levels, Mr Gill added. However, Mr Gill maintained that with-profits continued to perform well over the long term. Our payouts continue to stand up well against other types of long-term investments over similar periods, he said. Standard Life has an estimated 2.4 million with-profits policyholders. Last year, the company announced that it was looking to float on the stock market in 2006.
",business
